train_loss,epoch,step,val_loss,val_mse,train_mse,test_mse
,57,3595,,,0.19008976221084595,
0.08503280580043793,58,3599,,,,
0.7061534523963928,58,3649,,,,
,58,3657,0.18213127553462982,0.18213127553462982,,
,58,3657,,,0.19082404673099518,
0.6708884239196777,59,3699,,,,
,59,3719,0.18156379461288452,0.18156379461288452,,
,59,3719,,,0.19027569890022278,
0.10415781289339066,60,3749,,,,
,60,3781,0.1804463267326355,0.1804463267326355,,
,60,3781,,,0.18917082250118256,
0.11957298219203949,61,3799,,,,
,61,3843,0.18180954456329346,0.18180954456329346,,
,61,3843,,,0.18881580233573914,
0.1675289273262024,62,3849,,,,
0.10354339331388474,62,3899,,,,
,62,3905,0.18062710762023926,0.18062710762023926,,
,62,3905,,,0.18902471661567688,
0.16844581067562103,63,3949,,,,
,63,3967,0.18093299865722656,0.18093299865722656,,
,63,3967,,,0.1883614957332611,
0.04647218436002731,64,3999,,,,
,64,4029,0.18104347586631775,0.18104347586631775,,
,64,4029,,,0.18670806288719177,
0.0575927197933197,65,4049,,,,
,65,4091,0.18042178452014923,0.18042178452014923,,
,65,4091,,,0.18875634670257568,
0.2792029082775116,66,4099,,,,
0.11277224123477936,66,4149,,,,
,66,4153,0.18101225793361664,0.18101225793361664,,
,66,4153,,,0.1855773776769638,
0.17189837992191315,67,4199,,,,
,67,4215,0.18031322956085205,0.18031322956085205,,
,67,4215,,,0.1876821219921112,
0.12352649867534637,68,4249,,,,
,68,4277,0.18049578368663788,0.18049578368663788,,
,68,4277,,,0.1873747557401657,
0.6064033508300781,69,4299,,,,
,69,4339,0.17993709444999695,0.17993709444999695,,
,69,4339,,,0.18509389460086823,
0.0478433221578598,70,4349,,,,
0.13376732170581818,70,4399,,,,
,70,4401,0.1804409623146057,0.1804409623146057,,
,70,4401,,,0.18513348698616028,
0.09379547834396362,71,4449,,,,
,71,4463,0.17956939339637756,0.17956939339637756,,
,71,4463,,,0.18710772693157196,
0.08731359243392944,72,4499,,,,
,72,4525,0.17933565378189087,0.17933565378189087,,
,72,4525,,,0.18516503274440765,
0.7594860196113586,73,4549,,,,
,73,4587,0.17909425497055054,0.17909425497055054,,
,73,4587,,,0.18535135686397552,
0.14515072107315063,74,4599,,,,
0.542978048324585,74,4649,,,,
,74,4649,0.1788320094347,0.1788320094347,,
,74,4649,,,0.18566150963306427,
0.0844799280166626,75,4699,,,,
,75,4711,0.17870819568634033,0.17870819568634033,,
,75,4711,,,0.18475544452667236,
0.21113468706607819,76,4749,,,,
,76,4773,0.17811082303524017,0.17811082303524017,,
,76,4773,,,0.18527963757514954,
0.13725335896015167,77,4799,,,,
,77,4835,0.17796996235847473,0.17796996235847473,,
,77,4835,,,0.184764564037323,
0.1208105981349945,78,4849,,,,
,78,4897,0.17775101959705353,0.17775101959705353,,
,78,4897,,,0.18362745642662048,
0.1436530500650406,79,4899,,,,
0.08433353155851364,79,4949,,,,
,79,4959,0.17744532227516174,0.17744532227516174,,
,79,4959,,,0.1843539923429489,
0.1868816763162613,80,4999,,,,
,80,5021,0.1762588620185852,0.1762588620185852,,
,80,5021,,,0.18305186927318573,
0.11241583526134491,81,5049,,,,
,81,5083,0.17751294374465942,0.17751294374465942,,
,81,5083,,,0.18140093982219696,
0.1270817369222641,82,5099,,,,
,82,5145,0.17700333893299103,0.17700333893299103,,
,82,5145,,,0.18394573032855988,
0.9111612439155579,83,5149,,,,
0.1146257221698761,83,5199,,,,
,83,5207,0.1761864721775055,0.1761864721775055,,
,83,5207,,,0.1833115965127945,
0.1872548907995224,84,5249,,,,
,84,5269,0.17558802664279938,0.17558802664279938,,
,84,5269,,,0.18294064700603485,
0.11502546817064285,85,5299,,,,
,85,5331,0.17570637166500092,0.1757064014673233,,
,85,5331,,,0.18276160955429077,
0.19116011261940002,86,5349,,,,
,86,5393,0.17614087462425232,0.17614087462425232,,
,86,5393,,,0.18260537087917328,
0.1378907561302185,87,5399,,,,
0.16032613813877106,87,5449,,,,
,87,5455,0.17603032290935516,0.17603032290935516,,
,87,5455,,,0.18227708339691162,
0.15968790650367737,88,5499,,,,
,88,5517,0.17521756887435913,0.17521756887435913,,
,88,5517,,,0.1800641566514969,
0.13808442652225494,89,5549,,,,
,89,5579,0.17610467970371246,0.17610467970371246,,
,89,5579,,,0.18159300088882446,
0.13768261671066284,90,5599,,,,
,90,5641,0.17541293799877167,0.17541293799877167,,
,90,5641,,,0.18208907544612885,
0.0786689892411232,91,5649,,,,
0.15283651649951935,91,5699,,,,
,91,5703,0.17615729570388794,0.17615729570388794,,
,91,5703,,,0.18070471286773682,
0.33395418524742126,92,5749,,,,
,92,5765,0.1761312186717987,0.1761312186717987,,
,92,5765,,,0.18133358657360077,
0.10780863463878632,93,5799,,,,
,93,5827,0.17522548139095306,0.17522548139095306,,
,93,5827,,,0.17946946620941162,
0.14098989963531494,94,5849,,,,
,94,5889,0.17449170351028442,0.17449170351028442,,
,94,5889,,,0.17931582033634186,
0.11376281827688217,95,5899,,,,
0.6810463666915894,95,5949,,,,
,95,5951,0.17460957169532776,0.17460957169532776,,
,95,5951,,,0.18016842007637024,
0.03754756599664688,96,5999,,,,
,96,6013,0.17450448870658875,0.17450448870658875,,
,96,6013,,,0.18051519989967346,
0.18647469580173492,97,6049,,,,
,97,6075,0.1737857460975647,0.1737857460975647,,
,97,6075,,,0.18013569712638855,
0.19671040773391724,98,6099,,,,
,98,6137,0.1737472116947174,0.1737472116947174,,
,98,6137,,,0.17958687245845795,
0.10905412584543228,99,6149,,,,
0.13142289221286774,99,6199,,,,
,99,6199,0.17444777488708496,0.17444777488708496,,
,99,6199,,,0.17895367741584778,
,100,6200,0.17833030223846436,0.17833030223846436,,
,100,6200,0.17444777488708496,0.17444777488708496,,
,100,6200,,,,0.20131638646125793
